timestamp,pulse_rate,blood_pressure_sys,resp_rate,pupil_diameter_left,pupil_diameter_right,fixation_duration,blink_rate,workload_intensity,gaze_x,gaze_y,alpha_power,theta_power,alpha_theta_ratio,skin_conductance
2025-01-01 08:00:00,64.20352422346859,111.08660142016379,14.869309766885834,3.774804875796474,3.368655988114031,315.0829850151039,19.187283384678985,19.259373721295972,482.6120737091184,381.71676752355535,22.673444474779714,13.606245697852275,1.6663997533396506,6.2380640909304255
2025-01-01 08:00:15,62.82549112052,116.80034554103014,12.837158535234595,3.46745963518718,3.385969800935412,292.90734606683935,20.664426085996197,19.116377096089522,522.7008400729991,352.404137483261,24.1514377885768,16.7868215667924,1.43871415398571,5.491364845788973
2025-01-01 08:00:30,72.02897885073696,114.1693436249867,14.41852486536163,3.656914616355033,3.551433513529143,330.09430870199157,18.29511676013323,35.90968004086337,470.9394256702956,356.1044070666427,25.35363811805571,13.236820021494424,1.9153873873698941,5.467204959802554
2025-01-01 08:00:45,64.90052675211976,115.62348063344751,14.060160113622464,3.483200443196325,3.4069166495683274,341.71470540317455,15.045238483512378,31.085719996723117,491.67869523794405,364.6299064387978,26.491978467471167,11.779066945681372,2.2490727482607675,5.8262525339856825
2025-01-01 08:01:00,65.1435467322641,116.27085689934867,14.422373368274693,3.383375209764339,3.156943672774616,319.07182232361305,19.08001398798342,33.44009277766911,484.1883848538562,400.24290221031345,23.829972465572308,12.098841580457877,1.9696077766703404,5.921615089681501
2025-01-01 08:01:15,72.22862384155093,113.84661310644191,14.159139379525106,3.5571329640201594,3.2794089565421616,322.17568047239274,19.509947352972798,29.364847946781342,533.9137462956107,396.5586309749806,22.237923255539204,13.365903533413162,1.6637800205535715,5.136337932840311
2025-01-01 08:01:30,65.36147260014295,111.57064138230436,12.571330069922983,3.6388433805372684,3.6156451944453076,325.3327867795828,17.045790831827386,22.347621371623895,478.14096062180914,382.13762023645535,20.40548608622415,17.260162030081617,1.1822302740067419,5.286260794323724
2025-01-01 08:01:45,57.83306552983717,109.35696285536125,14.365511809012068,3.7920936909549763,3.4002207812851966,333.6769566267859,16.04041973636602,26.977816484784707,458.67471990346525,363.0482153639093,21.762711575116995,14.633361556920056,1.487198378203503,3.8119445267548935
2025-01-01 08:02:00,65.84021014783706,112.15482915054042,14.874207260157283,3.632167157855402,3.2155479724936953,331.95929410126604,18.345789006733206,25.67207271480888,514.8842157006742,380.48108588054174,25.75695606642318,14.226197885972743,1.8105298599719286,4.959596937450509
2025-01-01 08:02:15,66.39116728320623,116.66913820142558,14.878231737945065,3.4585636084194484,3.191004107502266,315.58941590007095,17.307288705928332,33.94101875769165,527.3360770181093,397.06280832308704,19.919308941647206,14.048830402773778,1.4178624391190864,5.297865757471409
