timestamp,pulse_rate,blood_pressure_sys,resp_rate,pupil_diameter_left,pupil_diameter_right,fixation_duration,blink_rate,workload_intensity,gaze_x,gaze_y,alpha_power,theta_power,alpha_theta_ratio,skin_conductance
2025-01-01 08:00:00,75.50655443864231,126.71875825806663,15.314196788833252,4.297361395940741,4.603823565661318,247.8683913930484,14.622866073286673,35.533859594891936,538.016793908828,385.2703618132065,16.742775760147286,15.967380038288756,1.0485612367213144,7.758653428502237
2025-01-01 08:00:15,73.23073673018881,132.18480511629545,14.282068859793858,4.200301985692209,4.294516167477785,235.23541380040896,14.829603436195987,33.46482454071266,483.38642117563484,393.2796333532299,17.613815495706163,18.806025213682194,0.9366049069683983,6.6696512711406895
2025-01-01 08:00:30,76.76213232519736,122.88209209070192,16.873417412375836,4.747540101781569,4.026239672251744,225.8572656944905,14.819221063878963,49.28098916228541,524.2764322356741,394.3473233405158,16.77754300395065,23.912316045493988,0.701627687256676,6.331653872769174
2025-01-01 08:00:45,71.04181449776235,125.03182534539715,16.891822744419763,4.500688473174442,4.279919014464123,257.60501493852126,13.646235596410056,38.94462426092651,489.1489339678142,410.1058591905525,20.180161086752438,18.954791854361954,1.0646469368698712,9.38699571417407
2025-01-01 08:01:00,76.65808146521772,126.98823447402626,16.03469362392895,4.439394182773012,4.478754170554884,243.48334086852273,15.874527420799769,54.46306617320193,514.2770985363483,395.06044664168934,19.684566561848484,21.425216782609418,0.9187569377513232,9.724934113996953
2025-01-01 08:01:15,65.9833281384452,120.5232408456596,16.08745215755873,4.214069999612825,4.177958533565693,277.4123585267729,14.805858004069188,52.368871973592405,525.5697840903034,406.44747835683444,18.37486301285098,19.976467500920826,0.9198254402087848,7.350323036292378
2025-01-01 08:01:30,73.39539520467792,123.56088224945087,15.639715891442531,4.642619111202241,4.67116959456001,227.3292667063764,12.4672938589263,46.623017256742315,494.15372030524566,407.29230907998954,19.7787771109358,19.0578875462933,1.0378263101244245,7.921620621732293
2025-01-01 08:01:45,74.93952974249349,124.50463716286141,14.391370585389375,4.433634975283689,4.494731800600697,254.56904334013348,13.18832736903681,49.329600201729924,491.19169182867955,371.5999581439472,16.138834591452127,14.952225908045131,1.079360002363831,8.012435217281178
2025-01-01 08:02:00,73.06323841743944,124.93292307253186,16.749780980071503,4.337105788437282,4.385382258083201,230.0079369865432,14.227383792179946,47.50641730827739,478.7124306811957,386.7297954270647,19.165815095270943,20.358758916072688,0.9414039025797418,9.738681793665119
2025-01-01 08:02:15,70.70795964652893,114.69431183158909,17.589972557177106,4.55284631302724,4.480598404968635,254.5262303825112,14.236183229437607,44.32162951425305,517.0158137270353,359.3165410752942,15.662863832578303,16.360561799935184,0.9573548894048587,9.05444087834438
2025-01-01 08:02:30,71.17253039259519,125.22166544028556,18.297172101432054,4.535687338016111,4.271330562426524,241.90321414244553,11.812687245134633,57.08211075825667,528.5779280082869,370.60798518908837,18.70415681852366,21.626022198512366,0.8648912244162175,9.495170520744045
2025-01-01 08:02:45,73.41652496117715,121.38444698734169,17.563678727243907,4.561963331683798,4.591916164979272,275.2447307088706,14.570057316078083,60.93276168476194,509.5599077941212,386.6248127703344,18.481552761694285,22.966688161326832,0.8047112684194067,10.2635415424549
2025-01-01 08:03:00,78.57855488375345,126.14425106224259,16.67366857201784,4.498397849885349,4.543328833671887,260.11070964294856,13.382819032581168,46.8228829628645,523.34547121605,391.5403390463913,16.039835257175955,20.622603661729087,0.777779349313796,8.783125751634758
2025-01-01 08:03:15,79.57182603312593,119.06888077573674,16.800970536223684,4.413159601724835,4.52879652364312,254.5504732955104,12.208800279679052,60.38807460378496,551.5022172586988,367.8722003014647,19.344193928650647,20.76321214825679,0.9316570957579278,7.891129452071042
